Date,ASIANPAINT.BO,BHARTIARTL.BO,ICICIBANK.BO,INFY.BO,MARUTI.BO,NESTLEIND.BO,RELIANCE.BO,SBIN.BO,TATASTEEL.BO,WIPRO.BO
31-07-2018,1406.414063,350.6763916,298.4562378,606.2437134,9012.292969,9752.983398,1167.686523,286.2513123,526.3701172,203.1898956
01-08-2018,1396.168945,344.3486023,293.6448059,601.2471313,8854.825195,10001.08301,1172.905396,287.9099121,518.7015991,203.3000031
02-08-2018,1377.427124,336.8996582,292.4664917,601.9801636,8680.769531,9954.759766,1150.45459,286.8367004,518.5613403,204.8415375
03-08-2018,1370.532471,338.4804993,299.290863,605.8439331,8710.773438,9545.744141,1158.725952,291.324646,519.1223755,204.1808777
06-08-2018,1356.403442,348.868866,309.3556213,604.3783569,8804.626953,9738.775391,1173.250122,301.032196,517.5325928,203.1165009
07-08-2018,1378.544067,344.4876709,307.4408569,608.197937,8908.389648,9746.827148,1165.421875,296.5930481,536.2363281,203.5569305
08-08-2018,1383.981934,347.4235535,312.4486694,605.3110352,8730.824219,9969.706055,1198.605591,301.1297607,540.2108154,204.2542725
09-08-2018,1374.368286,331.2989807,326.9320984,613.0390015,8680.485352,10076.75,1199.294922,308.7397461,547.1779785,204.7314453
10-08-2018,1377.087158,333.421814,322.2188416,615.2151489,8675.696289,9913.225586,1185.558594,297.0321045,538.2469482,204.8415375
13-08-2018,1357.957031,333.2863159,319.3712463,625.9855347,8617.771484,10048.00488,1168.966675,287.6171875,532.3085327,207.5209045
14-08-2018,1355.189331,331.0731201,326.2938232,625.6746216,8732.163086,10093.5791,1192.402222,287.5196533,541.3798828,208.7688141
16-08-2018,1352.082031,336.0866394,328.4049988,633.0250854,8878.923828,10077.86426,1181.816772,285.5683899,531.2798462,205.4288177
17-08-2018,1359.31665,335.3639832,333.9037476,635.7119141,8827.157227,10084.49316,1185.016968,294.6417847,542.9696045,205.245285
20-08-2018,1368.15332,334.5961304,332.2344971,615.2151489,8757.298828,10085.83887,1215.985352,300.0565491,560.5511475,208.6954041
21-08-2018,1361.598755,332.2023315,332.7745361,614.8155518,8785.425781,10096.03809,1227.407593,299.4223938,544.5126953,211.7785034
23-08-2018,1353.587036,333.557312,330.8106689,621.4331665,8899.8125,10706.4209,1250.252197,294.8857117,534.4594727,212.5125732
24-08-2018,1352.227539,332.8797913,325.5831909,612.8834839,8841.727539,10542.52246,1258.474365,292.9831848,538.1534424,214.5679626
27-08-2018,1359.122314,341.7776794,335.249115,628.4060669,8924.65918,10510.71582,1271.81665,300.739502,543.3905029,217.6510315
28-08-2018,1366.696533,340.0613403,334.2134705,632.6030884,9087.726563,10519.57227,1298.009399,297.519928,551.1525269,217.2105713
29-08-2018,1351.742065,338.6159973,335.9888611,626.3851929,9035.285156,10499.12598,1274.623047,302.1053772,555.5479126,217.981369
30-08-2018,1336.15625,345.6168823,339.6875305,629.5606689,8889.006836,10467.7832,1254.584839,300.6419373,568.8743896,219.3760834
31-08-2018,1331.446411,346.294342,337.9614868,639.553894,8777.898438,10734.74609,1221.942627,301.3248901,562.6553955,221.4314575
03-09-2018,1320.133789,347.1073914,329.479126,636.6446533,8610.730469,10479.65332,1211.554321,298.9346008,561.579895,226.9369812
04-09-2018,1274.104492,341.2356873,323.8078308,653.4552612,8562.148438,10049.07031,1223.321167,289.3733826,554.612793,230.1669006
05-09-2018,1279.202393,336.5834961,325.4352417,648.2588501,8578.792969,9645.380859,1207.024658,289.5197144,555.4077148,233.4701996
06-09-2018,1276.629272,336.2673035,323.95578,646.6155396,8464.355469,9584.875,1240.848633,289.4221497,561.5331421,235.2319489
07-09-2018,1279.251099,353.024231,330.4654846,651.2345581,8426.001953,9686.828125,1257.194336,284.7391052,578.8807983,237.874588
10-09-2018,1255.071289,350.7658997,328.4928284,650.1685791,8344.563477,9574.720703,1237.894531,278.0559692,573.7373047,238.4985657
11-09-2018,1258.372925,343.1327209,322.1311035,652.211792,8214.013672,9327.553711,1219.480835,275.4217834,553.9113159,237.360733
12-09-2018,1254.391479,338.7514954,318.6790161,659.7175293,8203.640625,9617.236328,1233.512573,278.4950256,566.2557983,241.2513123
14-09-2018,1292.506348,346.5653687,323.6598816,653.055603,8329.801758,9589.466797,1233.611206,283.3244019,575.4674072,242.3524017
17-09-2018,1267.549561,345.4362183,320.9968567,645.3720093,8233.938477,9426.261719,1207.467896,278.6413574,575.7479248,241.6183319
18-09-2018,1253.808838,337.4416504,314.3392029,638.7988892,8105.221191,9532.667969,1198.556274,267.3240051,572.7553711,244.0774536
19-09-2018,1252.060791,333.9638367,316.4597473,639.9091187,7918.900391,9414.392578,1191.762207,264.7873535,580.2368774,244.2609863
21-09-2018,1265.413086,336.402832,313.4514771,627.3844604,7757.329102,9055.026367,1198.21167,263.4702148,584.071106,247.6376953
24-09-2018,1229.240479,322.9430542,304.5253296,637.1554565,7522.183594,8948.852539,1213.425171,258.104248,567.2845459,244.1508789
25-09-2018,1253.61438,325.2917786,305.9061584,645.3275757,7722.350586,9019.698242,1211.751099,263.6653748,561.0655518,241.8752441
26-09-2018,1243.515381,326.0144653,308.2240295,637.5996094,7569.028809,9001.334961,1232.577271,257.5676575,569.5756836,234.8282013
27-09-2018,1249.390503,321.6784363,302.4541016,643.2401733,7290.80127,8868.689453,1233.709595,258.5432739,570.3706055,235.3420715
28-09-2018,1256.625,305.5538635,300.8266296,646.5267944,7092.515137,8999.900391,1238.928467,258.5432739,542.7358398,237.9846802
01-10-2018,1241.621582,294.352478,309.8514709,661.2719727,7203.236816,8925.532227,1212.686646,266.3971558,545.6816406,242.8662415
03-10-2018,1215.451294,287.8484192,299.4458313,646.5267944,6997.039063,8664.547852,1186.838745,264.1044006,542.1279907,240.737442
04-10-2018,1192.387939,280.0345764,311.6268616,627.428894,6941.123535,8680.916016,1103.386963,264.0068359,544.1854248,239.0858154
05-10-2018,1172.966553,268.0653687,302.4047546,641.1970825,6651.027344,8703.587891,1033.769653,251.5187073,532.6358032,238.7921906
08-10-2018,1215.256836,266.8006592,306.4979553,634.6682739,6661.640625,8702.567383,1090.979736,259.5189514,523.5177612,233.6903992
09-10-2018,1167.236816,260.7031555,301.9116211,637.1998901,6456.986328,8797.243164,1073.698608,256.2505493,535.2076416,235.0484314
10-10-2018,1190.494263,267.0716858,314.5364685,622.0549316,6765.029785,8833.544922,1085.465576,271.3241272,545.2608032,232.5893097
11-10-2018,1180.880859,258.5802917,307.3363342,599.581665,6636.650879,8691.902344,1072.516846,255.7627258,520.1978149,229.7998352
12-10-2018,1225.016357,262.4646606,314.4378052,603.1791382,7027.384766,8995.311523,1109.147217,256.9335022,537.6859131,231.9653625
15-10-2018,1210.498657,263.2324829,308.9144897,620.9890137,6929.833496,8963.458008,1122.342041,256.9335022,533.9918823,235.1952515
16-10-2018,1230.163208,265.4908447,316.6569824,618.5906372,6898.95752,9026.326172,1145.82666,263.6166077,536.8908691,235.0117493
17-10-2018,1219.869629,260.2514954,310.3939209,625.7856445,6637.229492,9013.900391,1131.302612,254.7871094,518.7015991,237.8378754
19-10-2018,1202.147217,259.1223145,310.591156,606.3326416,6523.03418,8904.481445,1084.776245,254.4944,517.7196045,237.1405487
